"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1152394","02/22/2016","C","08/08/2019","2209 E 42ND ST","Kansas City","MO","64130","136949","Jackson","3","Central","Ivanhoe Southeast","39.050074","-94.558182","2209 E 42ND ST   64130 (39.050074, -94.558182)"
"1083325","02/05/2013","C","06/29/2015","2919 LOCKRIDGE ST","Kansas City","MO","64128","24300","Jackson","3","East","Santa Fe","39.075502","-94.547667","2919 LOCKRIDGE ST   64128 (39.075502, -94.547667)"
"1154451","03/31/2016","C","12/08/2017","4426 MONROE AVE","Kansas City","MO","64130","33974","Jackson","3","East","Oak Park Southeast","39.044947","-94.541773","4426 MONROE AVE   64130 (39.044947, -94.541773)"
"1166966","09/26/2016","C","01/22/2018","5408 Norton Ave","Kansas City","MO","64130","35841","Jackson","5","Metro","Swope Parkway-Elmwood","39.027437","-94.538098","5408 Norton Ave   64130 (39.027437, -94.538098)"
"1173502","03/01/2017","C","08/09/2017","8609 Thompson Ave","Kansas City","MO","64125","47003","Jackson","4","East","North Blue Ridge","39.105357","-94.481514","8609 Thompson Ave   64125 (39.105357, -94.481514)"
"1080698","12/03/2012","C","12/08/2014","5036 WALROND AVE","Kansas City","MO","64130","35354","Jackson","3","Metro","North Town Fork Creek","39.03396","-94.548111","5036 WALROND AVE   64130 (39.03396, -94.548111)"
"1187959","10/16/2017","C","02/27/2018","3809 E 12th St","Kansas City","MO","64127","11293","Jackson","3","East","Lykins","39.098132","-94.537208","3809 E 12th St   64127 (39.098132, -94.537208)"
"1125985","11/14/2014","C","11/19/2018","2447 Bales Ave","Kansas City","MO","64127","17213","Jackson","3","East","Washington Wheatley","39.081167","-94.541604","2447 Bales Ave   64127 (39.081167, -94.541604)"
"1074623","09/05/2012","C","04/23/2013","5010 College Ave","Kansas City","MO","64130","35318","Jackson","3","Metro","North Town Fork Creek","39.034827","-94.546906","5010 College Ave   64130 (39.034827, -94.546906)"
"1065486","05/24/2012","C","06/11/2013","2017 E 36TH ST","Kansas City","MO","64109","134007","Jackson","3","Central","Ivanhoe Northeast","39.060783","-94.559252","2017 E 36TH ST   64109 (39.060783, -94.559252)"
"1156708","05/05/2016","C","06/03/2016","5839 Agnes Ave","Kansas City","MO","64130","36840","Jackson","5","Metro","North Town Fork Creek","39.019661","-94.550779","5839 Agnes Ave   64130 (39.019661, -94.550779)"
"1065790","05/30/2012","C","08/09/2017","1821 Askew Ave","Kansas City","MO","64127","14961","Jackson","3","East","East Community Team North","39.089621","-94.539971","1821 Askew Ave   64127 (39.089621, -94.539971)"
"1162205","07/19/2016","C","02/23/2017","2804 Olive St","Kansas City","MO","64109","26485","Jackson","3","Central","Key Coalition","39.075139","-94.55522","2804 Olive St   64109 (39.075139, -94.55522)"
"1173987","03/09/2017","C","11/14/2018","4418 E 10th St","Kansas City","MO","64127","8313","Jackson","3","East","Lykins","39.101162","-94.529366","4418 E 10th St   64127 (39.101162, -94.529366)"
"1073657","08/22/2012","C","08/16/2017","3310 Park Ave","Kansas City","MO","64109","126547","Jackson","3","Central","Key Coalition","39.065877","-94.556852","3310 Park Ave   64109 (39.065877, -94.556852)"
"1173047","02/21/2017","C","09/27/2017","5617 E 16th Ter","Kansas City","MO","64127","9385","Jackson","3","East","West Blue Valley","39.091272","-94.516248","5617 E 16th Ter   64127 (39.091272, -94.516248)"
"1086487","04/04/2013","C","06/20/2019","3807 MORRELL AVE","Kansas City","MO","64123","41379","Jackson","4","East","Scarritt Point","39.111893","-94.536802","3807 MORRELL AVE   64123 (39.111893, -94.536802)"
"1166944","09/26/2016","C","09/25/2019","2945 Topping Ave","Kansas City","MO","64129","21326","Jackson","3","East","South Blue Valley","39.070821","-94.515538","2945 Topping Ave   64129 (39.070821, -94.515538)"
"1156937","05/09/2016","C","05/14/2019","5625 EUCLID AVE","Kansas City","MO","64130","147876","Jackson","5","Metro","Blue Hills","39.024217","-94.561959","5625 EUCLID AVE   64130 (39.024217, -94.561959)"
"1213507","02/11/2019","C","03/13/2019","1234 Indiana Ave","Kansas City","MO","64127","11068","Jackson","3","East","Lykins","39.097414","-94.54259","1234 Indiana Ave   64127 (39.097414, -94.54259)"
"1153944","03/22/2016","C","06/27/2017","4906 E LINWOOD BLVD","Kansas City","MO","64128","22806","Jackson","3","East","Knoches Park","39.067551","-94.527553","4906 E LINWOOD BLVD   64128 (39.067551, -94.527553)"
"1152391","02/22/2016","C","10/05/2020","8122 PASEO","Kansas City","MO","64131","116747","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.979454","-94.567408","8122 PASEO   64131 (38.979454, -94.567408)"
"1064062","05/10/2012","C","12/18/2014","2619 E 25th St","Kansas City","MO","64127","16569","Jackson","3","East","Washington Wheatley","39.080534","-94.551339","2619 E 25th St   64127 (39.080534, -94.551339)"
"1104852","01/07/2014","C","05/09/2016","408 BALES AVE","Kansas City","MO","64124","41868","Jackson","4","East","Scarritt Point","39.109187","-94.540614","408 BALES AVE   64124 (39.109187, -94.540614)"
"1092641","06/10/2013","C","09/06/2013","2008 DENVER AVE","Kansas City","MO","64127","17862","Jackson","3","East","East Community Team North","39.086644","-94.522384","2008 DENVER AVE   64127 (39.086644, -94.522384)"
"1056890","02/01/2012","C","07/02/2012","3618 LEEDS TRFY","Kansas City","MO","64129","32462","Jackson","3","East","Dunbar","39.05845","-94.513571","3618 LEEDS TRFY   64129 (39.05845, -94.513571)"
"1128212","01/20/2015","C","05/18/2015","4232 E 61ST ST","Kansas City","MO","64130","381","Jackson","5","Metro","Swope Parkway-Elmwood","39.015066","-94.535778","4232 E 61ST ST   64130 (39.015066, -94.535778)"
"1203455","07/20/2018","C","01/29/2020","5901 Indiana Ave","Kansas City","MO","64130","663","Jackson","5","Metro","South Town Fork Creek","39.01884","-94.546191","5901 Indiana Ave   64130 (39.01884, -94.546191)"
"1047674","08/18/2011","C","06/24/2013","3827 BROOKLYN AVE","Kansas City","MO","64109","134247","Jackson","3","Central","Ivanhoe Northeast","39.056571","-94.557704","3827 BROOKLYN AVE   64109 (39.056571, -94.557704)"
"1055265","12/27/2011","C","08/21/2017","2400 E 68th St","Kansas City","MO","64132","113771","Jackson","5","Metro","Blenheim Square Research Hospital","39.003831","-94.558745","2400 E 68th St   64132 (39.003831, -94.558745)"
"1240814","06/15/2020","C","08/26/2020","3218 Thompson Ave","Kansas City","MO","64124","41198","Jackson","4","East","Scarritt Point","39.108122","-94.543552","3218 Thompson Ave   64124 (39.108122, -94.543552)"
"1126358","11/24/2014","C","01/25/2016","621 NEWTON AVE","Kansas City","MO","64125","5061","Jackson","4","East","Sheffield","39.103744","-94.503631","621 NEWTON AVE   64125 (39.103744, -94.503631)"
"1120265","08/13/2014","C","10/22/2015","8121 OLIVE ST","Kansas City","MO","64132","117436","Jackson","5","Metro","Marlborough Heights/Marlboroug","38.978435","-94.559851","8121 OLIVE ST   64132 (38.978435, -94.559851)"
"1192354","02/05/2018","C","05/03/2018","2913 OAKLEY AVE","Kansas City","MO","64128","21979","Jackson","3","East","South Blue Valley","39.071736","-94.51787","2913 OAKLEY AVE   64128 (39.071736, -94.51787)"
"1173250","02/23/2017","C","02/19/2019","2625 EUCLID AVE","Kansas City","MO","64127","14534","Jackson","3","Central","Wendell Phillips","39.078199","-94.559045","2625 EUCLID AVE   64127 (39.078199, -94.559045)"
"1170666","12/16/2016","C","07/17/2019","713 N Agnes Ave","Kansas City","MO","64120","38929","Jackson","4","East","Northeast Industrial District","39.121567","-94.545147","713 N Agnes Ave   64120 (39.121567, -94.545147)"
"1232508","12/04/2019","C","01/09/2020","6415 Independence Ave","Kansas City","MO","64125","5366","Jackson","4","East","Sheffield","39.104515","-94.506389","6415 Independence Ave   64125 (39.104515, -94.506389)"
"1105235","01/15/2014","C","02/04/2016","4911 E 39TH ST","Kansas City","MO","64130","31375","Jackson","3","East","Vineyard","39.054945","-94.526386","4911 E 39TH ST   64130 (39.054945, -94.526386)"
"1132936","04/17/2015","C","02/28/2017","2001 INDIANA AVE","Kansas City","MO","64127","15091","Jackson","3","East","Washington Wheatley","39.087546","-94.542431","2001 INDIANA AVE   64127 (39.087546, -94.542431)"
"1062388","04/23/2012","C","06/03/2016","3718 Agnes Ave","Kansas City","MO","64128","28826","Jackson","3","East","Oak Park Northwest","39.058131","-94.549169","3718 Agnes Ave   64128 (39.058131, -94.549169)"
"1047158","08/17/2011","C","12/18/2017","4505 AGNES AVE","Kansas City","MO","64130","34770","Jackson","3","East","Oak Park Southwest","39.044128","-94.549757","4505 AGNES AVE   64130 (39.044128, -94.549757)"
"1064685","05/16/2012","C","04/21/2014","2457 Wabash Ave","Kansas City","MO","64127","14212","Jackson","3","East","Wendell Phillips","39.080859","-94.553136","2457 Wabash Ave   64127 (39.080859, -94.553136)"
"1166156","09/14/2016","C","06/23/2020","5750 Bales Ave","Kansas City","MO","64130","37197","Jackson","5","Metro","North Town Fork Creek","39.020441","-94.545563","5750 Bales Ave   64130 (39.020441, -94.545563)"
"1170389","12/08/2016","C","06/07/2017","4918 Swope Pkwy","Kansas City","MO","64130","35458","Jackson","3","Metro","North Town Fork Creek","39.036478","-94.544096","4918 Swope Pkwy   64130 (39.036478, -94.544096)"
"1161587","07/11/2016","C","08/03/2016","2527 OLIVE ST","Kansas City","MO","64127","14683","Jackson","3","Central","Wendell Phillips","39.079718","-94.554335","2527 OLIVE ST   64127 (39.079718, -94.554335)"
"1153159","03/07/2016","C","12/30/2016","4604 E 20th St","Kansas City","MO","64127","18299","Jackson","3","East","East Community Team North","39.087353","-94.528954","4604 E 20th St   64127 (39.087353, -94.528954)"
"1047846","08/19/2011","C","05/24/2013","4439 TRACY AVE","Kansas City","MO","64110","137769","Jackson","3","Central","Manheim Park","39.045723","-94.569849","4439 TRACY AVE   64110 (39.045723, -94.569849)"
"1066961","06/14/2012","C","06/06/2013","4105 GARFIELD AVE","Kansas City","MO","64130","136792","Jackson","3","Central","Ivanhoe Southeast","39.051798","-94.559269","4105 GARFIELD AVE   64130 (39.051798, -94.559269)"
"1219456","05/20/2019","C","06/27/2019","5630 E 31st St","Kansas City","MO","64128","22071","Jackson","3","East","South Blue Valley","39.068958","-94.516796","5630 E 31st St   64128 (39.068958, -94.516796)"
"1133920","05/01/2015","C","02/25/2019","6653 Bales Ave","Kansas City","MO","64132","1944","Jackson","5","Metro","Swope Park Campus","39.005435","-94.545719","6653 Bales Ave   64132 (39.005435, -94.545719)"
"1107239","02/27/2014","C","02/27/2014","3232 E 6TH ST","Kansas City","MO","64124","10347","Jackson","3","East","Lykins","39.105373","-94.542275","3232 E 6TH ST   64124 (39.105373, -94.542275)"
"1154181","03/25/2016","C","12/08/2017","3220 MYRTLE AVE","Kansas City","MO","64128","25815","Jackson","3","East","Palestine East","39.066785","-94.537267","3220 MYRTLE AVE   64128 (39.066785, -94.537267)"
"1216508","04/11/2019","C","05/01/2019","6400 E 15th Ter","Kansas City","MO","64126","6663","Jackson","3","East","East Blue Valley","39.093098","-94.507706","6400 E 15th Ter   64126 (39.093098, -94.507706)"
"1152698","02/29/2016","C","05/03/2016","8611 THOMPSON AVE","Kansas City","MO","64125","47004","Jackson","4","East","North Blue Ridge","39.105351","-94.48139","8611 THOMPSON AVE   64125 (39.105351, -94.48139)"
"1150673","01/08/2016","C","01/19/2016","2660 LOCKRIDGE ST","Kansas City","MO","64128","24498","Jackson","3","East","Santa Fe","39.076125","-94.549672","2660 LOCKRIDGE ST   64128 (39.076125, -94.549672)"
"1226670","08/20/2019","C","12/18/2019","1102 Ewing Ave","Kansas City","MO","64126","5245","Jackson","4","East","Sheffield","39.098396","-94.503378","1102 Ewing Ave   64126 (39.098396, -94.503378)"
"1064703","05/16/2012","C","09/04/2014","2521 Brooklyn Ave","Kansas City","MO","64127","14708","Jackson","3","Central","Wendell Phillips","39.079947","-94.556632","2521 Brooklyn Ave   64127 (39.079947, -94.556632)"
"1211457","12/13/2018","C","05/10/2019","5345 Wabash Ave","Kansas City","MO","64130","146066","Jackson","5","Metro","Blue Hills","39.028515","-94.555879","5345 Wabash Ave   64130 (39.028515, -94.555879)"
"1212832","01/25/2019","C","06/15/2021","5404 Blue Pkwy","Kansas City","MO","64130","33603","Jackson","3","East","Eastwood Hills West","39.034902","-94.521121","5404 Blue Pkwy   64130 (39.034902, -94.521121)"
"1048488","08/24/2011","C","01/25/2019","3205 E 29th St","Kansas City","MO","64128","24936","Jackson","3","East","Santa Fe","39.07216","-94.545828","3205 E 29th St   64128 (39.07216, -94.545828)"
"1083243","02/04/2013","C","08/29/2013","2324 E 63rd St","Kansas City","MO","64130","104733","Jackson","5","Metro","Blue Hills","39.012907","-94.558927","2324 E 63rd St   64130 (39.012907, -94.558927)"
"1197840","05/14/2018","C","08/01/2018","2450 ASKEW AVE","Kansas City","MO","64127","17201","Jackson","3","East","Washington Wheatley","39.08084","-94.541128","2450 ASKEW AVE   64127 (39.08084, -94.541128)"
"1224021","07/18/2019","C","10/23/2020","419 Hardesty Ave","Kansas City","MO","64123","45416","Jackson","4","East","South Indian Mound","39.108113","-94.518618","419 Hardesty Ave   64123 (39.108113, -94.518618)"
"1233297","12/30/2019","C","06/15/2020","5827 Garfield Ave","Kansas City","MO","64130","148086","Jackson","5","Metro","Blue Hills","39.019988","-94.561066","5827 Garfield Ave   64130 (39.019988, -94.561066)"
"1151035","01/20/2016","C","03/13/2018","4925 E 31st St","Kansas City","MO","64128","22840","Jackson","3","East","Knoches Park","39.068766","-94.526438","4925 E 31st St   64128 (39.068766, -94.526438)"
"1182584","07/24/2017","C","06/14/2019","3433 COLLEGE AVE","Kansas City","MO","64128","25571","Jackson","3","East","Oak Park Northwest","39.063036","-94.544791","3433 COLLEGE AVE   64128 (39.063036, -94.544791)"
"1227060","08/23/2019","C","09/10/2020","2246 Poplar Ave","Kansas City","MO","64127","18804","Jackson","3","East","East Community Team North","39.083604","-94.525858","2246 Poplar Ave   64127 (39.083604, -94.525858)"
"1076616","09/20/2012","C","06/10/2014","4330 BROOKLYN AVE","Kansas City","MO","64130","137230","Jackson","3","Central","Ivanhoe Southeast","39.047245","-94.558998","4330 BROOKLYN AVE   64130 (39.047245, -94.558998)"
"1076891","09/21/2012","C","10/04/2013","6704 CLEVELAND AVE","Kansas City","MO","64132","2200","Jackson","5","Metro","Self Help Neighborhood Council","39.004249","-94.542966","6704 CLEVELAND AVE   64132 (39.004249, -94.542966)"
"1078913","10/23/2012","C","09/24/2014","8601 WAYNE AVE","Kansas City","MO","64131","150732","Jackson","5","Metro","Legacy East","38.971223","-94.569475","8601 WAYNE AVE   64131 (38.971223, -94.569475)"
"1073814","08/23/2012","C","09/19/2017","3000 E 25TH ST","Kansas City","MO","64127","16686","Jackson","3","East","Washington Wheatley","39.080731","-94.547514","3000 E 25TH ST   64127 (39.080731, -94.547514)"
"1152521","02/24/2016","C","05/02/2016","5642 PASEO","Kansas City","MO","64110","146922","Jackson","5","Metro","Eastern 49-63","39.023619","-94.568538","5642 PASEO   64110 (39.023619, -94.568538)"
"1047700","08/18/2011","C","09/11/2017","4442 CYPRESS AVE","Kansas City","MO","64130","32955","Jackson","3","East","Vineyard Northwest","39.044148","-94.532573","4442 CYPRESS AVE   64130 (39.044148, -94.532573)"
"1194293","03/19/2018","C","06/04/2018","3305 BROOKLYN AVE","Kansas City","MO","64109","126518","Jackson","3","Central","Key Coalition","39.066117","-94.557314","3305 BROOKLYN AVE   64109 (39.066117, -94.557314)"
"1047725","08/18/2011","C","06/08/2017","3119 Poplar Ave","Kansas City","MO","64128","22817","Jackson","3","East","Knoches Park","39.068333","-94.526504","3119 Poplar Ave   64128 (39.068333, -94.526504)"
"1076483","09/19/2012","C","05/22/2017","3912 FLORA AVE","Kansas City","MO","64110","135498","Jackson","3","Central","Ivanhoe Southwest","39.055395","-94.566659","3912 FLORA AVE   64110 (39.055395, -94.566659)"
"1074985","09/11/2012","C","01/14/2014","3025 JARBOE ST","Kansas City","MO","64108","128839","Jackson","4","Central","Westside South","39.072388","-94.597651","3025 JARBOE ST   64108 (39.072388, -94.597651)"
"1131864","03/31/2015","C","10/09/2018","3017 E 20TH TER","Kansas City","MO","64127","15870","Jackson","3","East","Washington Wheatley","39.087075","-94.546509","3017 E 20TH TER   64127 (39.087075, -94.546509)"
"1124223","10/10/2014","C","09/11/2018","4316 E 9th St","Kansas City","MO","64124","8213","Jackson","3","East","Lykins","39.102153","-94.530683","4316 E 9th St   64124 (39.102153, -94.530683)"
"1086974","04/11/2013","C","02/29/2016","1322 MICHIGAN AVE","Kansas City","MO","64127","12466","Jackson","3","Central","Forgotten Homes","39.096902","-94.559995","1322 MICHIGAN AVE   64127 (39.096902, -94.559995)"
"1211212","12/10/2018","C","08/23/2019","607 Monroe Ave","Kansas City","MO","64124","9662","Jackson","3","East","Lykins","39.104634","-94.538541","607 Monroe Ave   64124 (39.104634, -94.538541)"
"1152748","02/29/2016","C","01/12/2017","6430 E 16TH ST","Kansas City","MO","64126","6687","Jackson","3","East","East Blue Valley","39.092193","-94.506463","6430 E 16TH ST   64126 (39.092193, -94.506463)"
